She	0
is	0
an	0
ex-smoker	0
quit	0
smoking	0
about	0
five	0
years	0
ago	0
She	0
occasionally	Frequency
drinks	0
a	0
glass	0
of	0
wine	0
She	0
denies	0
any	0
other	0
recreational	0
drugs	0
use	0
SOCIAL	0
HISTORY	0
She	0
smokes	0
about	0
6-7	0
cigarettes	0
per	0
day	0
and	0
has	0
done	0
so	0
for	0
more	0
than	0
50	0
years	0
She	0
quit	0
smoking	0
about	0
6	0
weeks	0
ago	0
She	0
occasionally	Frequency
has	0
alcohol	0
SOCIAL	0
HISTORY	0
The	0
patient	0
had	0
a	0
long	0
history	0
of	0
smoking	0
but	0
quit	0
many	0
years	0
ago	0
He	0
does	0
have	0
chronic	Frequency
alcohol	0
use	0
SOCIAL	0
HISTORY	0
There	0
were	0
possible	0
illicit	0
drugs	0
SOCIAL	0
HISTORY	0
The	0
patient	0
still	0
smokes	0
about	0
a	0
third	0
of	0
a	0
pack	0
a	Frequency
day	Frequency
also	0
drinks	0
only	Frequency
occasional	Frequency
alcoholic	0
drinks	0
SOCIAL	0
HISTORY	0
He	0
is	0
a	0
smoker	0
He	0
takes	0
rare	Frequency
alcohol	0
Never	0
smoked	0
Denies	0
any	0
alcohol	0
SOCIAL	0
HISTORY	0
Patient	0
is	0
married	0
and	0
is	0
a	0
nonsmoker	0
and	0
lives	0
with	0
his	0
wife	0
SOCIAL	0
HISTORY	0
He	0
is	0
a	0
nonsmoker	0
nonalcoholic	0
and	0
not	0
a	0
drug	0
user	0
SOCIAL	0
HISTORY	0
The	0
patient	0
denies	0
tobacco	0
ethanol	0
or	0
drug	0
use	0
SOCIAL	0
HISTORY	0
Denies	0
using	0
caffeinated	0
beverages	0
alcohol	0
or	0
the	0
use	0
of	0
any	0
tobacco	0
products	0
He	0
admits	0
to	0
having	0
smoked	0
marijuana	0
off	0
and	0
on	0
with	0
friends	0
and	0
drinking	0
beer	0
off	Frequency
and	Frequency
on	Frequency
as	0
well	0
He	0
quite	0
smoking	0
25	0
years	0
ago	0
after	0
a	0
35-year	0
history	0
of	0
smoking	0
He	0
does	0
not	0
drink	0
alcohol	0
SUBSTANCE	0
AND	0
ALCOHOL	0
HISTORY	0
The	0
patient	0
smoked	0
one	0
to	0
two	0
packs	0
per	0
day	0
for	0
most	0
of	0
the	0
last	0
year	0
but	0
has	0
increased	0
this	0
to	0
two	0
to	0
three	0
packs	0
per	Frequency
day	Frequency
in	0
the	0
last	0
month	0
His	0
partner	0
reports	0
that	0
the	0
patient	0
consumed	0
alcohol	0
occasionally	Frequency
but	0
denies	0
any	0
excessive	0
or	0
binge	0
use	0
recently	0
The	0
patient	0
reports	0
smoking	0
marijuana	0
a	Frequency
few	Frequency
times	Frequency
in	Frequency
his	Frequency
life	Frequency
but	0
not	0
recently	0
Denies	0
other	0
illicit	0
substance	0
use	0
SUBSTANCE	0
ABUSE	0
HISTORY	0
Mr	0
T	0
stated	0
he	0
used	0
alcohol	0
following	0
his	0
divorce	0
in	0
1993	0
but	0
has	0
not	0
used	0
it	0
for	0
the	0
last	0
two	0
years	0
No	0
other	0
substance	0
abuse	0
was	0
noted	0
The	0
patient	0
has	0
a	0
history	0
of	0
heavy	Frequency
tobacco	0
and	0
alcohol	0
abuse	0
for	0
many	0
years	0
SOCIAL	0
HISTORY	0
Still	0
smokes	0
but	0
less	0
than	0
before	0
Drinks	0
socially	0
The	0
patient	0
has	0
history	0
of	0
tobacco	0
abuse	0
as	0
well	0
as	0
multiple	0
illicit	0
drug	0
abuse	0
SOCIAL	0
HISTORY	0
He	0
is	0
not	0
a	0
smoker	0
He	0
does	0
drink	0
six	0
beers	0
a	Frequency
day	Frequency
She	0
does	0
not	0
have	0
a	0
smoking	0
history	0
and	0
does	0
not	0
drink	0
alcohol	0
SOCIAL	0
HISTORY	0
She	0
does	0
not	0
drink	0
or	0
smoke	0
SOCIAL	0
HISTORY	0
The	0
patient	0
is	0
a	0
smoker	0
Admits	0
to	0
heroin	0
use	0
alcohol	0
abuse	Frequency
as	0
well	0
Also	0
admits	0
today	0
using	0
cocaine	0
He	0
denied	0
any	0
history	0
of	0
tobacco	0
alcohol	0
or	0
illicit	0
drug	0
use	0
HEALTH-RELATED	0
BEHAVIORS	0
AF	0
reports	0
that	0
he	0
smokes	0
1	0
to	0
2	0
cigarettes	0
per	Frequency
day	Frequency
and	0
drinks	0
40	0
ounces	0
of	0
beer	0
per	Frequency
day	Frequency
She	0
does	0
not	0
smoke	0
cigarettes	0
or	0
use	0
illicit	0
drugs	0
SOCIAL	0
HISTORY	0
The	0
patient	0
is	0
a	0
life	0
long	0
nonsmoker	0
She	0
only	0
drinks	0
socially	0
one	0
to	0
two	0
drinks	0
a	Frequency
month	Frequency
SOCIAL	0
HISTORY	0
History	0
of	0
alcohol	0
use	0
in	0
the	0
past	0
SOCIAL	0
HISTORY	0
She	0
still	0
smokes	0
one	0
pack	0
of	0
cigarettes	0
a	Frequency
day	Frequency
She	0
occasionally	Frequency
uses	0
alcohol	0
She	0
has	0
never	0
used	0
illicit	0
drugs	0
Denies	0
use	0
of	0
tobacco	0
alcohol	0
and	0
illicit	0
drugs	0
She	0
is	0
a	0
nonsmoker	0
and	0
no	0
history	0
of	0
drug	0
or	0
alcohol	0
abuse	0
She	0
does	0
drink	0
two	0
to	0
three	0
drinks	0
daily	Frequency
SOCIAL	0
HISTORY	0
She	0
does	0
not	0
smoke	0
or	0
drink	0
SOCIAL	0
HISTORY	0
Negative	0
for	0
illicit	0
drugs	0
alcohol	0
and	0
tobacco	0
SOCIAL	0
HISTORY	0
She	0
does	0
not	0
smoke	0
or	0
drink	0
alcohol	0
SOCIAL	0
HISTORY	0
Smokes	0
none	0
Alcohol	0
none	0
He	0
denies	0
alcohol	0
tobacco	0
or	0
illicit	0
drug	0
use	0
Denies	0
tobacco	0
or	0
ethanol	0
use	0
SOCIAL	0
HISTORY	0
History	0
of	0
tobacco	0
use	0
smoked	0
for	0
20	0
years	0
and	0
quit	0
30	0
years	0
ago	0
Alcohol	0
one	0
to	0
two	0
drinks	0
monthly	Frequency
SOCIAL	0
HISTORY	0
No	0
history	0
of	0
any	0
smoking	0
alcohol	0
or	0
drug	0
abuse	0
SOCIAL	0
HISTORY	0
Shows	0
that	0
she	0
does	0
not	0
smoke	0
cigarettes	0
or	0
drink	0
alcohol	0
She	0
does	0
not	0
smoke	0
and	0
does	0
not	0
drink	0
alcohol	0
She	0
has	0
no	0
history	0
of	0
alcohol	0
use	0
Denies	0
tobacco	0
alcohol	0
and	0
drug	0
use	0
SOCIAL	0
HISTORY	0
The	0
patient	0
smokes	0
one	0
pack	0
of	0
cigarettes	0
per	Frequency
day	Frequency
and	0
takes	0
drinks	0
on	Frequency
social	Frequency
occasions	Frequency
He	0
is	0
a	0
nonsmoker	0
SOCIAL	0
HISTORY	0
The	0
patient	0
denies	0
any	0
alcohol	0
IV	0
drug	0
abuse	0
tobacco	0
or	0
any	0
recreational	0
drugs	0
SOCIAL	0
HISTORY	0
He	0
has	0
quit	0
smoking	0
but	0
unfortunately	0
was	0
positive	0
for	0
cocaine	0
during	0
last	0
hospital	0
stay	0
in	0
01/08	0
SOCIAL	0
HISTORY	0
He	0
is	0
a	0
non-cigarette	0
smoker	0
and	0
non-ETOH	0
user	0
She	0
did	0
smoke	0
in	0
the	0
past	0
up	0
to	0
one	0
to	0
one	0
and	0
a	0
half	0
packs	0
of	0
cigarettes	0
per	Frequency
day	Frequency
for	0
about	0
10	0
years	0
but	0
she	0
quit	0
long	0
time	0
ago	0
She	0
never	0
drank	0
any	0
alcohol	0
SOCIAL	0
HISTORY	0
She	0
smoked	0
cigarettes	0
socially	0
while	0
in	0
her	0
20s	0
She	0
does	0
not	0
smoke	0
now	0
She	0
has	0
two	0
glasses	0
of	0
wine	0
per	Frequency
day	Frequency
both	0
red	0
and	0
white	0
wine	0
She	0
reports	0
occasional	Frequency
alcohol	0
use	0
and	0
quit	0
smoking	0
11	0
years	0
ago	0
SOCIAL	0
HISTORY	0
The	0
patient	0
apparently	0
has	0
a	0
history	0
of	0
methamphetamine	0
use	0
and	0
cocaine	0
use	0
approximately	0
1	0
year	0
ago	0
He	0
also	0
has	0
a	0
history	0
of	0
marijuana	0
used	0
approximately	0
1	0
year	0
ago	0
SOCIAL	0
HISTORY	0
The	0
patient	0
had	0
been	0
previously	0
a	0
smoker	0
SOCIAL	0
HISTORY	0
The	0
patient	0
is	0
married	0
and	0
is	0
a	0
nonsmoker	0
and	0
lives	0
with	0
her	0
husband	0
who	0
is	0
here	0
with	0
her	0
SOCIAL	0
HISTORY	0
She	0
has	0
a	0
20-pack	0
year	0
history	0
of	0
tobacco	0
use	0
She	0
has	0
rare	Frequency
alcohol	0
use	0
She	0
has	0
no	0
illicit	0
drug	0
use	0
The	0
headache	0
may	0
be	0
brought	0
on	0
by	0
stress	0
lack	0
of	0
sleep	0
and	0
alcohol	0
SOCIAL	0
HISTORY	0
The	0
patient	0
does	0
not	0
smoke	0
cigarettes	0
abuse	Frequency
alcohol	0
nor	0
drink	0
any	0
caffeine	0
No	0
use	0
of	0
illicit	0
drugs	0
The	0
use	0
of	0
alcohol	0
drugs	0
or	0
tobacco	0
during	0
the	0
pregnancy	0
were	0
denied	0
SOCIAL	0
HISTORY	0
She	0
has	0
no	0
tobacco	0
use	0
She	0
has	0
rare	Frequency
alcohol	0
use	0
No	0
illicit	0
drug	0
use	0
He	0
has	0
previously	0
smoked	0
about	0
two	0
packs	0
of	0
cigarettes	0
daily	0
for	0
20	0
years	0
but	0
quit	0
about	0
20	0
years	0
ago	0
He	0
denies	0
alcohol	0
or	0
illicit	0
drug	0
use	0
Tobacco	0
None	0
He	0
was	0
a	0
social	0
drinker	0
in	0
the	0
past	0
but	0
quit	0
altogether	0
two	0
years	0
ago	0
He	0
never	0
used	0
tobacco	0
products	0
or	0
illicit/intravenous	0
drugs	0
She	0
does	0
not	0
smoke	0
She	0
drinks	0
wine	0
a	0
few	0
drinks	0
a	Frequency
month	Frequency
SOCIAL	0
HISTORY	0
Denies	0
any	0
tobacco	0
or	0
alcohol	0
use	0
SUBSTANCE	0
USE	0
The	0
patient	0
reported	0
that	0
she	0
rarely	Frequency
drinks	0
alcohol	0
and	0
she	0
denied	0
smoking	0
or	0
using	0
illicit	0
drugs	0
SOCIAL	0
HISTORY	0
The	0
patient	0
smokes	0
approximately	0
2	0
packs	0
per	Frequency
day	Frequency
times	0
greater	0
than	0
40	0
years	0
He	0
does	0
drink	0
occasional	0
alcohol	0
approximately	0
5	0
to	0
6	0
alcoholic	0
drinks	0
per	Frequency
month	Frequency
He	0
denies	0
any	0
drug	0
use	0
He	0
does	0
not	0
smoke	0
occasionally	Frequency
drinks	0
alcohol	0
PERSONAL	0
HISTORY	0
Married	0
ex-smoker	0
and	0
does	0
not	0
consume	0
alcohol	0
No	0
history	0
of	0
recreational	0
drug	0
use	0
He	0
does	0
not	0
smoke	0
He	0
does	0
not	0
drink	0
alcohol	0
He	0
is	0
a	0
nonsmoker	0
PERSONAL	0
HISTORY	0
Nonsmoker	0
Does	0
not	0
consume	0
